央视,#genre#
CCTV-14少儿,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV-15音乐,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EWyklhmFh7oMx-lG1tNUcSQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Ggfx09IYQ0HOnjH2d6pZUp%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192557%2C%2C%2C20240420192557%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-15音乐,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226476
CCTV-16奥林匹克,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV-17农业农村,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EEkwQnoHNXRDb-IayWakK1A%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7HR8OMfw8B_E228iTrbEqZt%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192559%2C%2C%2C20240420192559%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-17农业农村,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV-4K超高清,http://117.144.58.42:35455/gaoma/cctv4k.m3u8
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西班牙语,https://0472.org/hls/cgtnx.m3u8
CGTN阿拉伯语,https://0472.org/hls/cgtna.m3u8
CGTN,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8?
CGTN纪录,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
中国教育1台,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225652
中国教育2台,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226425
中国教育4台,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225783

CCTV-1综合,http://117.144.58.42:35455/gaoma/cctv1.m3u8
CCTV-2财经,http://117.144.58.42:35455/gaoma/cctv2.m3u8
CCTV-3综艺,http://117.144.58.42:35455/gaoma/cctv3.m3u8
CCTV-4中文国际,http://117.144.58.42:35455/gaoma/cctv4.m3u8
CCTV-5体育,http://117.144.58.42:35455/gaoma/cctv5.m3u8
CCTV-5+体育赛事,http://117.144.58.42:35455/gaoma/cctv5p.m3u8
CCTV-6电影,http://117.144.58.42:35455/gaoma/cctv6.m3u8
CCTV-7国防军事,http://117.144.58.42:35455/gaoma/cctv7.m3u8
CCTV-8电视剧,http://117.144.58.42:35455/gaoma/cctv8.m3u8
CCTV-9纪录,http://117.144.58.42:35455/gaoma/cctv9.m3u8
CCTV-10科教,http://117.144.58.42:35455/gaoma/cctv10.m3u8
CCTV-11戏曲,http://117.144.58.42:35455/gaoma/cctv11.m3u8
CCTV-12社会与法,http://117.144.58.42:35455/gaoma/cctv12.m3u8
CCTV-13新闻,http://117.144.58.42:35455/gaoma/cctv13.m3u8
CCTV-14少儿,http://117.144.58.42:35455/gaoma/cctv14.m3u8
CCTV-15音乐,http://117.144.58.42:35455/gaoma/cctv15.m3u8
CCTV-16奥林匹克,http://117.144.58.42:35455/gaoma/cctv16.m3u8
CCTV-17农业农村,http://117.144.58.42:35455/gaoma/cctv17.m3u8

CCTV-1综合,http://171.88.145.30:4022/rtp/239.93.0.58:5140
CCTV-2财经,http://171.88.145.30:4022/rtp/239.93.1.23:6000
CCTV-3综艺,http://171.88.145.30:4022/rtp/239.93.0.109:5140
CCTV-4中文国际,http://171.88.145.30:4022/rtp/239.93.1.105:5140
CCTV-5体育,http://171.88.145.30:4022/rtp/239.93.42.37:5140
CCTV-5+体育赛事,http://171.88.145.30:4022/rtp/239.93.1.36:8004
CCTV-6电影,http://171.88.145.30:4022/rtp/239.93.42.38:5140
CCTV-7国防军事,http://171.88.145.30:4022/rtp/239.93.1.67:5140
CCTV-8电视剧,http://171.88.145.30:4022/rtp/239.93.42.39:5140
CCTV-9纪录,http://171.88.145.30:4022/rtp/239.93.1.24:5140
CCTV-10科教,http://171.88.145.30:4022/rtp/239.93.1.28:5140
CCTV-11戏曲,http://171.88.145.30:4022/rtp/239.93.0.102:5140
CCTV-12社会与法,http://171.88.145.30:4022/rtp/239.93.1.30:8124
CCTV-13新闻,http://171.88.145.30:4022/rtp/239.93.0.66:5140
CCTV-14少儿,http://171.88.145.30:4022/rtp/239.93.1.29:6000
CCTV-15音乐,http://171.88.145.30:4022/rtp/239.93.0.103:5140
CCTV-16奥林匹克,http://171.88.145.30:4022/rtp/239.93.42.54:5140
CCTV-17农业农村,http://171.88.145.30:4022/rtp/239.93.0.92:5140

CCTV-1综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=e493cfb8acac08441bd3f02db99a7b16bbf75adf3d3d9b8d563e38506dd09e877c0600ec029eb861a8e112d9f898d92af5290907c8e2b1c0e0f956d88090ee87eeb9f2dad8364f56d4a9f38d3e
CCTV-2财经,https://www.freetv.top/migu/631780532.m3u8?migutoken=9366dd314e1f796b2f29b95d947b708d1d844d9afa90eef506120fd2c180f05a54ee9164476bc4780e717aa50cc9128f84b1177b9730a1bd0bc09cb5c0d2f0e82cf8aa9796480aeaa9999d088c
CCTV-3综艺,https://www.freetv.top/migu/624878271.m3u8?migutoken=837e20d41b3ad62c01d1a6f8b786106eee203d147193befb3df71079092e1105ceb760e3681b4fe4a59f9c10f588c0195e0aa7d6a8d5f3a87a2ebe1a240eae27c54565c6c7a3f9446447dc27a8
CCTV-4中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=9b7b708a1480f807ad0a270ff356d3d9f8737335892f4ee2717e1d6cb596953f94a900102600992322e63575801b204ab64fe140d5a5100f426edc3b25e96d659cee1bbb6484b08a08b1d31bf4
CCTV-4欧洲,https://www.freetv.top/migu/608807419.m3u8?migutoken=77b074e1b49cf260629d9642f9505e978eaabf572bfa1abe5f2e3ef60f5e4929c900274758111d707a7cca2a7368eb2b1af1415da7e0b2dbfcbdbeb4cb8566210f2994ffde97ad1e11a037a174
CCTV-4美洲,https://www.freetv.top/migu/608807416.m3u8?migutoken=94d24df192f212e52d7c222dfab7df5ce4aad53db2766a6c4275a4c1e796cf13fb231906f792af9bc717ce1ccafa62165ebdc66b02fb0882cd5beac443921d36883a491d2b549a5509d63534e1
CCTV-5体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=3be440b83940d80dff6d54171c96d0b639ad4e1b7d9ab42ddc0fd8625b1b886a8737247555702e5606c7071d3563932ff237cdbbd8fa7ae75e24bbdab5c6f0dccc571b4c64a56dc596c8ecb7e0
CCTV-5+体育赛事,https://www.freetv.top/migu/641886773.m3u8?migutoken=5237927f277b192ed9a5e3ae615ff4f891508f96f79be057c8e9f6c55cfdc4e0bc2c9c6a9ae64bc153e42f34a4306ec13b5f31664d5737fd0ca202577d01bf5e2609235f907074eeceaa2976e0
CCTV-6电影,https://www.freetv.top/migu/624878396.m3u8?migutoken=3638b426669ed9e6dcdc0c1b9dac688bbbb9ce27ae997cafed48aedebaaac4f3ce0386fdf5f633c9d0b54dfec8100f11c55b6ad9c8f7a903ca3e404e3658b994b37f2d32f11e670da41c4b53f2
CCTV-7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=8824426cb4a29646924bd9817c1e6856b1b2091a310de3b428fb19eb15cf097693591d2f4699c57973add35d203ecf65b10a6fec0f5530af7df232cf800dd6020e4cb3078c7492823fcea70d4a
CCTV-8电视剧,https://www.freetv.top/migu/624878356.m3u8?migutoken=5963d4099bf3d6c744d5687844e9d4b8c66fdf2999addabe8105c3b6a5e17e8739b769a37cdf7d5684f5d106ca49a48fd8527a13aae2be10b2ab9ae0c7f37ab94ead40cc872da6a04bd123aa50
CCTV-9纪录,https://www.freetv.top/migu/673168140.m3u8?migutoken=0da58ce201ccbaa27adea8bad67c52c5982d593a4a81c4ad50f52378e1195084ebc7af82791a319d9d68933866d72de7168332e6884503ab10c0fadb12bf6d5edf08d16b45cc379df009de1e82
CCTV-10科教,https://www.freetv.top/migu/624878405.m3u8?migutoken=b17c936db85883119acd55fde071a88249d655dd6e2020f6b8870fad7f56b265ce23b34544faeec3a81ed5e572453118c83563098ec78770a94cd56bfe5f7de4aba6a8aafd509d925d313dcb4a
CCTV-11戏曲,https://www.freetv.top/migu/667987558.m3u8?migutoken=0a3013f4761af65b6a583ce0a12bdcd7a865686ace90a40c01d2056705aabc3ed87d9691e87eaf90debe1d87edf08f89e909e1c1467d7f000bcda787034d25a4f31a6f9d6774d15a6406b5f274
CCTV-12社会与法,https://www.freetv.top/migu/673168185.m3u8?migutoken=d244a03e43b160190a71d0fef0149bd9032d33faf5b09a0e726da2ac9f69b1f6ae2a80a82a57ca37765e13f441e30f153c7abfabc2c85c5577acbe564b037e7a2c139f7a3fddc9d017f68dcf8c
CCTV-13新闻,https://www.freetv.top/migu/608807423.m3u8?migutoken=e01ab05628aafad47cab2d2204c3798eaaf8d7aa6d8cb42f493e67483286c7ad79dd24e3cd04623cb72d65aaca5363c2d7cd5c94f29cc5b7276d5e22a089d22af304723e314ba4e88d68e4c90a
CCTV-14少儿,https://www.freetv.top/migu/624878440.m3u8?migutoken=d74cab17044b50daf66d3c562898923c3f15e2b452939e773e0e8464272265144941a77a627e5c27fabbbe3c89bba4f79cd9135c153200d30f5f0379733c8aa120bd62a06391b680c163b54902
CCTV-15音乐,https://www.freetv.top/migu/673168223.m3u8?migutoken=c2619f77bbfe7eab7639a9a2dca845dac85dca21cadbaf4aeeb270463ef2fc93b1f4df20e4a62a348b11629d72b1ca86c849e9ed49143129d29d604b5574e4ad894abf226d92f324c4729a82df
CCTV-17农业农村,https://www.freetv.top/migu/673168256.m3u8?migutoken=af8ae3e1e82e15abf81d55fc26aa2fdc7f0f9075e5ed751568898ac8735e393756685ca94ff7e04c8b99a00b8d09023d4d6a936835fe61fae6cb15525e0b982b9db1550d78ecf7faa4a08021dc

CCTV-1综合,http://106.53.99.30/dl/bjyd.php?id=1
CCTV-2财经,http://106.53.99.30/dl/bjyd.php?id=2
CCTV-4中文国际,http://106.53.99.30/dl/bjyd.php?id=3
CCTV-7国防军事,http://106.53.99.30/dl/bjyd.php?id=4
CCTV-9纪录,http://106.53.99.30/dl/bjyd.php?id=5
CCTV-10科教,http://106.53.99.30/dl/bjyd.php?id=6
CCTV-11戏曲,http://106.53.99.30/dl/bjyd.php?id=7
CCTV-12社会与法,http://106.53.99.30/dl/bjyd.php?id=8
CCTV-13新闻,http://106.53.99.30/dl/bjyd.php?id=9
CCTV-14少儿,http://106.53.99.30/dl/bjyd.php?id=10
CCTV-15音乐,http://106.53.99.30/dl/bjyd.php?id=11
CCTV-17农业农村,http://106.53.99.30/dl/bjyd.php?id=12


卫视,#genre# 
北京卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226450
东方卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226345
浙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226339
江苏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226310
湖南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226307
广东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226248
深圳卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226313
东南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226341
吉林卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226397
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459
安徽卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226391
山东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226456
广西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226549
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546
江西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226344
河北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226406
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480
海南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226465
湖北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226477
贵州卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226474
重庆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226409
云南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226444
黑龙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226585
内蒙古卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225634
宁夏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225632
山西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225624
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635
甘肃卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225633
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638
陕西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225625
青海卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225628
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226433
延边卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226516
兵团卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226439
康巴卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225660
安多卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225659

北京卫视,http://117.144.58.42:35455/itv/1000000005000265027.m3u8?cdn=ystenlive&Contentid=1000000005000265027
东方卫视,http://117.144.58.42:35455/itv/1000000005000265018.m3u8?cdn=ystenlive&Contentid=1000000005000265018
浙江卫视,http://117.144.58.42:35455/itv/1000000001000014260.m3u8?cdn=ystenlive&Contentid=1000000001000014260
江苏卫视,http://117.144.58.42:35455/itv/1000000001000001828.m3u8?cdn=ystenlive&Contentid=1000000001000001828
湖南卫视,http://117.144.58.42:35455/itv/1000000005000265024.m3u8?cdn=ystenlive&Contentid=1000000005000265024
广东卫视,http://117.144.58.42:35455/itv/1000000001000014176.m3u8?cdn=ystenlive&Contentid=1000000001000014176
深圳卫视,http://117.144.58.42:35455/itv/1000000005000265028.m3u8?cdn=ystenlive&Contentid=1000000005000265028
安徽卫视,http://117.144.58.42:35455/itv/1000000001000030159.m3u8?cdn=ystenlive&Contentid=1000000001000030159
东南卫视,http://117.144.58.42:35455/itv/1000000005000265033.m3u8?cdn=ystenlive&Contentid=1000000005000265033
甘肃卫视,http://117.144.58.42:35455/itv/5000000011000031121.m3u8?cdn=bestzb&Contentid=5000000011000031121
广西卫视,http://117.144.58.42:35455/itv/5000000011000031118.m3u8?cdn=bestzb&Contentid=5000000011000031118
贵州卫视,http://117.144.58.42:35455/itv/5000000004000025843.m3u8?cdn=bestzb&Contentid=5000000004000025843
海南卫视,http://117.144.58.42:35455/itv/5000000004000006211.m3u8?cdn=bestzb&Contentid=5000000004000006211
河北卫视,http://117.144.58.42:35455/itv/5000000006000040016.m3u8?cdn=bestzb&Contentid=5000000006000040016
河南卫视,http://117.144.58.42:35455/itv/5000000011000031119.m3u8?cdn=bestzb&Contentid=5000000011000031119
黑龙江卫视,http://117.144.58.42:35455/itv/1000000001000001925.m3u8?cdn=ystenlive&Contentid=1000000001000001925
湖北卫视,http://117.144.58.42:35455/itv/1000000001000024621.m3u8?cdn=ystenlive&Contentid=1000000001000024621
吉林卫视,http://117.144.58.42:35455/itv/5000000011000031117.m3u8?cdn=bestzb&Contentid=5000000011000031117
江西卫视,http://117.144.58.42:35455/itv/1000000006000268001.m3u8?cdn=ystenlive&Contentid=1000000006000268001
辽宁卫视,http://117.144.58.42:35455/itv/1000000005000265022.m3u8?cdn=ystenlive&Contentid=1000000005000265022
青海卫视,http://117.144.58.42:35455/itv/1000000002000013359.m3u8?cdn=ystenlive&Contentid=1000000002000013359
山东卫视,http://117.144.58.42:35455/itv/1000000005000265019.m3u8?cdn=ystenlive&Contentid=1000000005000265019
四川卫视,http://117.144.58.42:35455/itv/5000000004000006119.m3u8?cdn=bestzb&Contentid=5000000004000006119
天津卫视,http://117.144.58.42:35455/itv/1000000005000265026.m3u8?cdn=ystenlive&Contentid=1000000005000265026
云南卫视,http://117.144.58.42:35455/itv/5000000011000031120.m3u8?cdn=bestzb&Contentid=5000000011000031120
重庆卫视,http://117.144.58.42:35455/itv/1000000001000001096.m3u8?cdn=ystenlive&Contentid=1000000001000001096

北京卫视,http://171.88.145.30:4022/rtp/239.93.0.180:5140
东方卫视,http://171.88.145.30:4022/rtp/239.93.0.123:5140
浙江卫视,http://171.88.145.30:4022/rtp/239.93.0.124:5140
江苏卫视,http://171.88.145.30:4022/rtp/239.93.0.89:5140
湖南卫视,http://171.88.145.30:4022/rtp/239.93.0.88:5140
广东卫视,http://171.88.145.30:4022/rtp/239.93.0.181:5140
深圳卫视,http://171.88.145.30:4022/rtp/239.93.0.182:5140
广西卫视,http://171.88.145.30:4022/rtp/239.93.42.46:5140
四川卫视,http://171.88.145.30:4022/rtp/239.93.0.20:1235
天津卫视,http://171.88.145.30:4022/rtp/239.93.0.167:5140
辽宁卫视,http://171.88.145.30:4022/rtp/239.93.1.108:5140
安徽卫视,http://171.88.145.30:4022/rtp/239.93.1.106:5140
黑龙江卫视,http://171.88.145.30:4022/rtp/239.93.0.183:5140
湖北卫视,http://171.88.145.30:4022/rtp/239.93.0.250:5140
吉林卫视,http://171.88.145.30:4022/rtp/239.93.0.248:5140
山东卫视,http://171.88.145.30:4022/rtp/239.93.0.168:5140
江西卫视,http://171.88.145.30:4022/rtp/239.93.0.134:5140
河南卫视,http://171.88.145.30:4022/rtp/239.93.42.45:5140
河北卫视,http://171.88.145.30:4022/rtp/239.93.0.132:5140
甘肃卫视,http://171.88.145.30:4022/rtp/239.93.0.81:5140
重庆卫视,http://171.88.145.30:4022/rtp/239.93.1.107:5140
东南卫视,http://171.88.145.30:4022/rtp/239.93.0.42:5140
云南卫视,http://171.88.145.30:4022/rtp/239.93.1.174:5140
贵州卫视,http://171.88.145.30:4022/rtp/239.93.0.131:5140
海南卫视,http://171.88.145.30:4022/rtp/239.93.0.80:5140
陕西卫视,http://171.88.145.30:4022/rtp/239.93.0.143:5140
山西卫视,http://171.88.145.30:4022/rtp/239.93.0.6:5140
内蒙古卫视,http://171.88.145.30:4022/rtp/239.93.0.8:5140
青海卫视,http://171.88.145.30:4022/rtp/239.93.0.192:5140
宁夏卫视,http://171.88.145.30:4022/rtp/239.93.0.247:5140
西藏卫视,http://171.88.145.30:4022/rtp/239.93.0.175:5140
新疆卫视,http://171.88.145.30:4022/rtp/239.93.0.194:5140
兵团卫视,http://171.88.145.30:4022/rtp/239.93.42.43:5140
厦门卫视,http://171.88.145.30:4022/rtp/239.93.42.57:5140
三沙卫视,http://171.88.145.30:4022/rtp/239.93.42.58:5140
延边卫视,http://171.88.145.30:4022/rtp/239.93.0.249:5140

江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=7778be3f8df49813a63e85b465f4ab7eeccd75b041962ff1ec1ad91d17e6b840f7493a599103a3148ae2587af2af0b96a2eb060b78da04e579c7d9fb09d2547dfc485fe408ac6c74cc73e51b32
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=cbffc2e4e36c01a0c8b6d12644d8f59d9cc2da9700dc51895985058f7c7111b9e92cc83a1cbcff91bd566bdd3805e55c98d5a5bbfb6e11b365f7b95310be6dd57c1af54a55c88bf06b60af3365
